IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
145.6,6.89,282.36,53.86,5.39,62.24,7288.26,26.48,7375.25,0.28,0,9.64,7120.4,110.87,7004.43,1.56,0.28,9.28,12.81,0.39,0.07,0.03,8.97,10.59,53.3,44.87,49.37,51.04,21.72,50.95,23.25,27.9,0.53,2023/3/4 16:00
128.8,6.9,297.98,52.1,5.55,64.61,7309.63,24.34,6790.78,0.28,0.14,9.04,7242.48,109.95,7050.21,1.44,0.28,8.58,14.61,0.32,0.05,0.03,8.51,52.69,52.59,45.42,49.49,45.33,22.07,51.48,0.14,28.56,0.53,2023/3/4 17:00
128.8,6.88,287.78,52.1,5.55,64.61,7266.9,25.56,7085.3,0.28,0.13,8.26,7330.99,111.78,7005.95,0.92,0.28,7.9,14.59,0.42,0.05,0.03,8.51,52.58,4.02,45.16,49.32,53.92,21.42,1.15,24.61,28.2,0.53,2023/3/4 18:00
106.8,6.9,294.61,54.61,5.49,66.71,7318.79,30.37,7344.73,0.28,0.1,9.75,7102.09,113.99,7076.15,1.59,0.28,9.43,14.8,0.36,0.08,0.04,8.67,52.25,53.21,45.17,1.81,54.59,22.14,50.92,24.43,28.23,0.53,2023/3/4 19:00
106.8,6.88,305.49,54.61,5.49,66.71,7323.36,27.54,7570.58,0.28,0.13,9.46,5975.89,111.25,7053.26,1.6,0.28,9.12,14.81,0.4,0.07,0.04,8.67,52.22,52.46,44.7,50.21,53.97,23.49,51.19,24.79,28.78,0.54,2023/3/4 20:00
100.8,6.89,291.61,54.9,5.46,66.34,7169.24,30.98,6444.38,0.28,0.08,9.23,6226.16,114.68,7030.37,0.93,0.28,9.06,13.81,0.35,0.06,0.02,8.8,4.36,49.26,44.83,50.03,53.77,22.88,51.16,24.6,28.63,0.54,2023/3/4 21:00
100.8,6.91,281.52,54.9,5.46,66.34,7288.26,31.05,7465.28,0.28,0.11,9.99,7259.27,113.76,6984.59,1.77,0.28,9.78,13.79,0.38,0.06,0.02,8.8,3.5,50.52,0.23,51.1,1.26,23.84,2.79,25.48,29.22,0.53,2023/3/4 22:00
97.6,6.9,303.57,51.95,5.32,66.82,7376.77,32.12,7318.79,0.28,0.13,8.81,5432.63,113.69,7034.95,1.09,0.29,8.46,15.52,0.54,0.08,0.03,9.53,52.8,48.65,45.66,49.84,53.84,23.93,51.9,25.47,28.77,0.53,2023/3/4 23:00
97.6,6.9,272.97,51.95,5.32,66.82,7355.41,34.18,7462.23,0.28,0.1,9.64,7013.58,115.37,7063.94,0.94,0.28,9.48,15.49,0.36,0.08,0.03,9.53,52.58,48.51,45.76,1.83,54.49,23.13,50.84,24.75,28.51,0.53,2023/3/5 0:00
97.2,6.87,299.47,55.85,5.3,67.25,7366.09,30.37,7323.36,0.28,0.11,9.6,7263.85,111.93,7076.15,1.71,0.28,9.33,14.1,0.41,0.07,0.03,9.55,52.33,44.79,44.54,49.46,0.03,1.03,51.21,24.44,28.73,0.56,2023/3/5 1:00
97.2,6.88,299.76,55.85,5.3,67.25,7285.21,36.09,7498.86,0.29,0.09,9.95,6705.33,115.21,7060.89,1.06,0.28,9.91,14.09,0.43,0.07,0.03,9.55,52.33,29.5,45.64,49.09,50.8,22.16,50.17,24.98,28.28,0.55,2023/3/5 2:00
95.3,6.84,299.29,58.03,5.51,68.97,7291.32,29.83,7286.74,0.28,0.14,9.16,7138.72,112.39,7105.14,1.63,0.28,8.75,15.2,0.34,0.13,0.03,9.49,4.32,46.61,45.08,2.68,51.54,22.96,51.45,25.23,0.79,0.56,2023/3/5 3:00
95.3,6.88,282.05,58.03,5.51,68.97,7291.32,35.25,7555.32,0.28,0,8.92,7457.65,115.06,7070.04,0.93,0.28,8.78,15.21,0.4,0.13,0.03,9.49,52.74,45.79,43.69,0.76,51.58,20,50.51,25.22,28.6,0.55,2023/3/5 4:00
96.9,6.88,260.71,54.33,5.3,67.6,7318.79,32.43,7347.78,0.28,0.15,9.48,7491.23,112.93,7080.73,1.62,0.28,9.07,14.99,0.37,0.05,0.03,9.47,52.78,15.58,45.72,46.53,51.09,22.74,0.78,25.2,28.99,0.55,2023/3/5 5:00
96.9,6.88,233.34,54.33,5.3,67.6,7280.63,34.03,7236.38,0.28,0.17,8.54,7367.62,114.76,6845.72,0.93,0.28,8.44,15,0.41,0.05,0.03,9.47,52.58,45.81,45.37,46.56,51.78,22.73,48.32,0.18,29.2,0.54,2023/3/5 6:00
91.2,6.91,269.24,59.46,5.22,68.2,7305.05,33.27,7608.73,0.28,0.18,9.66,6877.77,115.29,7007.48,1.76,0.28,9.53,14.32,0.37,0.04,0.03,9.16,52.74,46.2,45.8,23.11,52.01,23.5,2.05,25.27,28.75,0.55,2023/3/5 7:00
91.2,6.86,262.93,59.46,5.22,68.2,7321.84,34.03,7529.38,0.28,0.21,8.44,7045.63,114.76,7009,1.6,0.28,8.34,14.31,0.45,0.04,0.03,9.16,3.48,52.03,45.34,47.47,52.52,22.89,48.19,24.91,28.99,0.56,2023/3/5 8:00
93.2,6.84,256.63,60.54,5.22,68.2,7257.74,34.34,7564.47,0.28,0.11,9.16,7388.98,116.28,6947.96,0.96,0.28,9.24,14.51,0.37,0.05,0.03,9.16,53.14,49.58,0.08,47.48,53.07,2.17,48.89,24.96,29.3,0.56,2023/3/5 9:00
93.2,6.83,240.67,60.54,5.22,68.2,7274.53,29.45,7385.93,0.28,0.18,9.17,7201.28,113.76,6972.38,1.64,0.28,8.95,14.5,0.35,0.04,0.03,9.16,53.35,2.32,46.33,47.68,20.91,24.28,48.34,24.71,28.84,0.56,2023/3/5 10:00
93.2,6.85,243.31,55.32,5.22,68.2,7266.9,29.68,6496.26,0.28,0.19,8.03,7080.73,114.68,6926.6,0.85,0.28,7.88,13.8,0.39,0.04,0.04,9.1,53.38,49.47,46.14,47.44,25.55,22.37,43.66,25.08,27.84,0.56,2023/3/5 11:00
114.7,6.85,233.84,55.32,5.22,68.2,7245.54,27.47,7477.49,0.28,0.15,8.91,7172.29,115.82,6914.39,0.94,0.28,8.8,13.82,0.37,0.04,0.04,9.1,52.74,44.61,45.17,1.51,52.92,23.89,48.66,23.99,27.61,0.55,2023/3/5 12:00
114.7,6.85,229.47,60.81,5,71.62,7411.87,25.79,7456.13,0.28,0.22,9.36,7160.08,113.38,7004.43,1.62,0.28,9,14.41,0.39,0.05,0.04,9.04,3.41,45,45.49,47.05,52.5,23.08,48.71,24.11,1.29,0.56,2023/3/5 13:00
114.7,6.83,260.16,60.81,5,71.62,7300.47,22.59,6934.23,0.28,0.28,8.06,6874.71,111.09,6983.06,0.88,0.28,7.78,14.41,0.37,0.05,0.04,9.04,52.75,42.62,43.65,46.27,52.05,20.91,48.48,23.82,27.87,0.56,2023/3/5 14:00
94.5,6.81,287.99,62.84,5.26,72.01,7338.62,25.79,7541.58,0.28,0.19,9.52,7013.58,114.3,6976.96,1,0.28,9.27,13.61,0.32,0.11,0.04,8.86,52.7,37.41,45.14,38.04,51.6,24.2,48.71,24.12,27.6,0.55,2023/3/5 15:00
94.5,6.81,301.73,62.84,5.26,72.01,7286.74,23.27,7068.52,0.28,0,7.89,6552.72,109.26,6937.28,0.91,0.28,7.53,13.6,0.34,0.11,0.04,8.85,53.16,44.21,45.67,47.96,4.84,22.41,48.59,13.71,27.85,0.54,2023/3/5 16:00
88.8,6.81,268.12,57.88,5.25,72.28,7324.89,27.7,7733.86,0.28,0.19,9.33,6955.59,113.84,6960.17,1.55,0.28,8.85,12.48,0.38,0.07,0.04,8.7,52.66,44.31,46.08,47.63,52.82,24,49.53,24.79,27.74,0.56,2023/3/5 17:00
88.8,6.7,314.52,57.88,5.25,72.28,7324.89,31.44,7746.07,0.28,0.23,9.85,5313.6,115.6,6932.7,1.07,0.28,9.48,12.5,0.35,0.07,0.04,8.7,51.05,44.83,44.47,47.68,52.89,0.69,49.07,24.45,28.43,0.55,2023/3/5 18:00
82.1,6.81,253.93,63.03,5.43,73.41,7318.79,30.98,7443.92,0.28,0.23,9.62,6905.23,113.38,6801.47,1.71,0.28,9.28,14.09,0.43,0.11,0.04,8.85,53.65,44.89,13.48,47.68,53.77,21.7,49.96,24.83,0.35,0.55,2023/3/5 19:00
82.1,6.81,248.75,63.03,5.43,73.41,7262.32,34.64,6915.92,0.28,0.24,8.41,6938.81,113.54,6909.81,0.98,0.28,7.98,14.08,0.38,0.11,0.04,8.85,54.02,0.88,46.42,48.81,53.11,1.03,50.06,24.47,28.25,0.55,2023/3/5 20:00
81.1,6.84,275.82,64.15,5.55,74.94,7315.73,36.93,7326.42,0.28,0.19,9.99,7314.21,115.37,6925.07,1.84,0.28,9.61,13.3,0.44,0.05,0.04,9.14,53.25,40.53,45.72,47.73,51.49,21.53,0.91,0.43,28.22,0.54,2023/3/5 21:00
81.1,6.87,262.86,64.15,5.55,74.94,7327.94,36.24,7434.76,0.28,0.21,10.1,6883.87,116.97,6937.28,1.84,0.28,9.87,13.3,0.36,0.05,0.04,9.14,53.5,1.39,46.26,48.19,4.7,22.16,49.52,24.59,27.99,0.55,2023/3/5 22:00
81.4,6.85,271.31,60.38,5.59,73.54,7370.67,40.74,7424.08,0.33,0.19,10.35,7347.78,117.66,6998.32,1.69,0.28,10,15.51,0.34,0.07,0.04,9.34,47.1,41.15,45.9,47.76,53.11,22.22,49.58,24.74,27.91,0.54,2023/3/5 23:00
81.4,6.83,287.92,60.38,5.59,73.54,7308.1,33.95,7538.53,0.28,0.19,8.9,7094.46,115.14,6914.39,0.93,0.28,8.32,15.51,0.37,0.08,0.04,9.34,53.11,41.28,43.79,47.52,53.29,20.62,50.04,24.72,28.42,0.55,2023/3/6 0:00
77,6.8,311.23,66.12,5.52,75.03,7198.23,30.9,7501.91,0.28,0.15,10.24,7460.71,116.74,6958.65,1.72,0.28,9.71,14.8,0.41,0.03,0.04,9.62,53.86,42.81,36.85,1.82,54.01,0.27,50.25,24.87,28.53,0.62,2023/3/6 1:00
77,6.81,309.77,66.12,5.52,75.03,7273,33.8,7503.43,0.28,0.17,9.73,7100.56,117.43,6958.65,0.9,0.28,9.47,14.79,0.37,0.03,0.04,9.62,53.17,40.8,42.61,48.17,15.85,22.58,48.6,23.38,27.83,0.57,2023/3/6 2:00
80.1,6.78,319.1,67.53,5.67,76.66,7344.73,31.51,7315.73,0.28,0.17,10.08,7570.58,116.36,6836.56,1.6,0.28,9.62,14.49,0.38,0.1,0.04,9.64,7.21,42.48,42.63,49.07,53.8,22.62,46.51,0.05,28.45,0.55,2023/3/6 3:00
80.1,6.78,315.71,67.53,5.67,76.66,7302,32.66,7504.96,0.28,0,9.28,6888.45,118.19,6850.3,0.86,0.28,8.86,14.51,0.37,0.1,0.04,9.64,53.43,42.18,0.11,48.51,6.1,22.19,49.15,22.78,27.75,0.56,2023/3/6 4:00
82,6.78,293,63.55,5.77,77.8,7314.21,30.44,7189.07,0.3,0.16,9.64,7279.11,115.21,6958.65,1.49,0.28,9.13,14.81,0.39,0.05,0.03,9.75,52.92,40.9,42.62,47.56,53.15,20.53,49.72,23.03,0.54,0.56,2023/3/6 5:00
82,6.73,245.93,63.55,5.77,77.8,7320.31,32.05,7393.56,0.28,0.21,9.65,8040.59,117.12,6926.6,1.52,0.28,9.32,14.78,0.37,0.05,0.03,9.75,2.92,41.52,42.58,48.04,52.66,18.17,48.8,22.56,27.87,0.55,2023/3/6 6:00
77.2,6.77,268.57,68.09,5.77,76.97,7187.55,31.59,7172.29,0.29,0.22,9.81,7826.95,118.11,6922.02,1.51,0.28,9.45,15.99,0.29,0.03,0.03,9.53,53.44,41.99,43.8,48.55,3.05,22.46,49.87,0,28.65,0.55,2023/3/6 7:00
77.2,6.81,266.53,68.09,5.77,76.97,7202.81,31.74,7297.42,0.3,0.16,9.9,7254.69,118.11,6856.4,1.26,0.28,9.64,16.02,0.38,0.04,0.03,9.53,52.95,46.97,42.98,48.09,53.69,22.98,0.62,23.53,28.77,0.56,2023/3/6 8:00
78.8,6.81,264.4,71.43,6,78.64,7231.8,27.7,7466.81,0.28,0.23,9.38,6999.85,114.6,6922.02,1.46,0.28,8.94,13.51,0.41,0.03,0.04,9.41,53.49,44.29,2.38,48.49,53.97,22.36,51.59,23.44,28.7,0.55,2023/3/6 9:00
78.8,6.83,261.73,71.43,6,78.64,7242.48,28.99,7465.28,0.28,0.11,9.61,6786.2,117.35,6850.3,1.59,0.28,9.29,13.49,0.37,0.03,0.04,9.41,52.32,44.72,0.32,3.43,54.36,22,49.85,22.3,28.75,0.56,2023/3/6 10:00
78.7,6.79,256.24,58.88,5.82,80.32,7144.82,27.47,7416.45,0.27,0.12,8.5,7163.13,114.53,6816.73,0.86,0.28,8.37,16.6,0.34,0.02,0.04,9.4,53.29,43.69,43.39,48.56,53.21,0.54,49.25,22.5,28.77,0.55,2023/3/6 11:00
78.7,6.83,263.64,58.88,5.82,80.32,7282.16,31.51,7335.57,0.27,0.13,9.46,7149.4,120.86,6922.02,1.52,0.28,9.04,16.6,0.42,0.02,0.04,9.4,53.47,46.38,44.07,49.26,54.2,24.62,52,0.28,0.28,0.56,2023/3/6 12:00
306,6.69,356.09,62.58,5.27,64.61,7239.43,34.79,7390.51,0.27,0.1,9.58,6667.18,121.17,6685.49,1.68,0.28,9.42,15.32,0.38,0.02,0.04,9.27,52.82,1.01,44.74,50.62,53.21,24.3,50.58,22.35,27.13,0.56,2023/3/6 13:00
306,6.71,326.3,62.58,5.27,64.61,7109.72,35.56,7363.04,0.28,0.09,9.72,6900.66,119.95,6786.2,1.45,0.28,9.47,15.29,0.44,0.02,0.04,9.27,52.21,42.87,43.19,49.19,52.16,23.84,1.17,22.65,8.9,0.55,2023/3/6 14:00
365.8,6.76,337.71,62.44,5.42,66.33,7144.82,31.21,7248.59,0.27,0.21,8.63,6682.44,115.14,6845.72,1.35,0.28,8.19,14.4,0.39,0.05,0.04,8.96,52.21,1,45.38,50.5,53.09,22.76,50.81,22.59,27.45,0.57,2023/3/6 15:00
365.8,6.78,336.23,62.44,5.42,66.33,7215.02,32.96,6546.62,0.28,0,9.09,6819.78,117.35,6864.03,1.58,0.28,8.82,14.4,0.38,0.05,0.04,8.96,9.47,42.99,45.23,50.18,52.68,23.36,50.93,22.39,27.74,0.55,2023/3/6 16:00
347.4,6.76,338.12,57.77,5.48,65.9,7147.87,29.22,7315.73,0.27,0.36,8.6,7553.79,113.38,6889.97,1.39,0.28,8.15,14.41,0.4,0.05,0.04,8.96,2.74,42.88,45.12,50.47,5,23.1,51.04,0.03,27.87,0.55,2023/3/6 17:00
347.4,6.73,388.47,57.77,5.48,65.9,7103.62,34.72,7207.39,0.28,0.31,9.07,6383.34,117.27,6902.18,1.49,0.28,8.82,13.1,0.35,0.05,0.04,9.32,3.4,42.93,44.65,50.4,53.22,0.69,50.49,22.82,27.38,0.54,2023/3/6 18:00
411.1,6.65,349,56.96,5.58,66.27,7189.07,46.39,7323.36,0.27,0.26,9.46,6484.05,117.58,6867.08,1.5,0.28,9.14,13.49,0.43,0.03,0.03,8.8,49.72,40.31,44.73,49.71,53.11,23.51,0.98,23.07,0.37,0.55,2023/3/6 19:00
411.1,6.74,294.38,56.96,5.58,66.27,7250.11,43.03,7100.56,0.28,0.25,9.57,7433.24,117.58,6894.55,1.56,0.28,9.35,13.5,0.66,0.03,0.03,8.8,49.67,38.65,40.25,1.89,52.27,23.25,49.24,22.31,27.05,0.58,2023/3/6 20:00
391.4,6.81,309.9,54.9,5.56,68.54,7225.7,37.54,7018.16,0.28,0.3,9.72,7950.56,117.58,6905.23,1.63,0.28,9.52,15.11,0.47,0.03,0.04,8.98,49.56,39.69,45.04,0.74,0.06,23.07,49.5,22.43,27.26,0.54,2023/3/6 21:00
391.4,6.85,320.55,54.9,5.56,68.54,7242.48,35.86,7332.52,0.3,0.26,9.59,6676.33,117.66,6831.99,0.91,0.28,9.61,15.1,0.42,0.03,0.04,8.98,49.21,39.49,44.3,49.12,51.92,20.65,50.26,22.18,27.14,0.54,2023/3/6 22:00
337.1,6.82,252.87,49.69,5.52,63.44,7363.04,30.06,7623.99,0.27,0.21,9.23,4546.01,113.54,6961.7,1.67,0.28,9.25,13.28,0.43,0.03,0.04,9.22,4.37,39.72,45.11,49.84,0.02,15.92,49.59,23.05,26.74,0.53,2023/3/6 23:00
337.1,6.82,339.9,49.69,5.52,63.44,7175.34,37.62,7468.33,0.31,0.18,9.27,7509.54,118.04,6951.02,1.77,0.28,9.58,13.28,0.4,0.03,0.04,9.22,50.27,38.81,44.59,49.74,0.34,23.71,1.01,22.91,27.2,0.53,2023/3/7 0:00
325,6.82,256.25,51.09,5.5,64.3,7338.62,47.61,7578.21,0.28,0.18,9.78,6694.64,119.26,6903.71,1.81,0.28,10.04,13.18,0.33,0.04,0.04,9.62,51.08,0.55,0.11,6.49,53.29,23.29,50.63,23.12,27.64,0.54,2023/3/7 1:00
325,6.8,272.52,51.09,5.5,64.3,7321.84,41.51,7207.39,0.28,0.23,8.54,6915.92,116.74,6926.6,0.84,0.28,8.62,13.18,0.36,0.04,0.04,9.62,50.48,39.77,45.16,49.66,52.86,24.39,51.47,23.39,28.02,0.53,2023/3/7 2:00
300.3,6.77,233.43,54.36,4.65,47.52,7321.84,39.29,7421.03,0.28,0.16,9.51,6879.29,118.19,6912.86,1.71,0.28,9.92,13.9,0.39,0.08,0.03,9.48,49.52,39.54,45.37,49.47,52.43,24.71,50.57,0.49,27.67,0.53,2023/3/7 3:00
300.3,6.77,182.8,54.36,4.65,47.52,7309.63,43.49,7320.31,0.28,0,8.32,6636.65,116.66,6909.81,1.19,0.28,8.48,13.89,0.34,0.08,0.03,9.48,48.93,39.57,45.84,0.93,51.69,0.81,50.28,23.14,27.8,0.54,2023/3/7 4:00
290.1,6.77,319.71,55.07,0.12,9.86,7329.47,36.09,7425.61,0.28,0.18,9.33,6984.59,117.27,6941.86,1.8,0.28,9.81,14.4,0.3,0.05,0.03,9.84,50.23,40.98,45.59,49.83,52.62,24.13,50.39,23.47,27.32,0.53,2023/3/7 5:00
290.1,6.77,325.89,55.07,0.12,9.86,7303.53,27.62,7298.95,0.27,0.23,8.74,7031.89,113.92,6908.29,1.54,0.28,9.09,14.41,0.36,0.06,0.03,9.84,50.6,3.95,45.89,49.41,50.17,22.99,0.74,22.86,27.71,0.52,2023/3/7 6:00
279.9,6.77,278.61,58.85,0.07,13,7279.11,27.09,7332.52,0.27,0.25,8.09,7309.63,115.67,6795.36,0.79,0.28,8.5,14.88,0.3,0.06,0.03,9.64,51.17,40.81,1.04,1.61,52.91,23.31,50.12,22.85,27.62,0.52,2023/3/7 7:00
279.9,6.79,219.61,58.85,0.07,13,7256.22,29.38,7392.03,0.27,0.18,8.79,7537.01,116.28,6864.03,0.83,0.28,8.89,14.91,0.33,0.06,0.03,9.64,50.28,42.64,45.23,49.94,52.87,19.95,50.15,18.69,27.38,0.52,2023/3/7 8:00
258.6,6.83,264.31,61.87,0.09,8.85,7277.58,30.44,7416.45,0.27,0.14,9.26,7129.56,114.38,6900.66,1.55,0.27,9.21,24.53,0.29,0.29,0.23,11.89,24.65,36.16,46.22,0.88,0.43,19.54,49.72,23.16,27.46,0.54,2023/3/7 9:00
258.6,6.81,328.45,40.51,0.09,8.85,7491.23,37.77,7089.88,0.27,0.08,9.45,7772.01,116.36,7279.11,1.81,0.28,9.15,27.73,0.35,0.29,0.18,9.05,49.97,38.86,46.49,0.73,52.41,24.47,50.01,22.91,27.32,0.53,2023/3/7 10:00
357.6,6.86,296.4,45.7,0.09,8.85,7582.79,38.68,7701.82,0.34,0.04,9.26,9226.31,121.93,7216.54,2.34,0.28,9.2,24.85,0.34,0.06,0.19,9.15,50.38,37.99,44.98,49.24,10.68,20.86,50.62,22.77,25.07,0.54,2023/3/7 11:00
357.6,6.87,245.17,45.7,5.06,53.47,7744.54,40.97,8034.49,0.27,0.03,8.75,7683.5,129.79,7269.95,0.86,0.27,8.89,24.84,0.37,0.06,0.19,9.37,50.38,0.97,46.23,0.73,53.06,23.84,49.92,22.9,27.9,0.52,2023/3/7 12:00
356,6.82,291.02,48.65,4.68,53.55,7491.23,36.78,7457.65,0.27,0.04,7.58,7941.4,117.2,7266.9,0.82,0.27,7.28,15.62,0.32,0.03,0.04,9.23,51.26,41.91,0.12,0.83,2.8,23.64,50.66,0.12,28.32,0.54,2023/3/7 13:00
356,6.83,323.47,48.65,4.68,53.55,7692.66,45.86,7707.92,0.28,0.03,8.75,8895.16,120.86,7297.42,2.16,0.28,8.7,15.62,0.35,0.03,0.04,9.24,50.27,41.59,45.21,47.83,52.83,11.26,49.19,23.09,27.76,0.54,2023/3/7 14:00
356.1,6.85,327.18,49.14,4.81,53.07,7672.82,47.84,8049.75,0.27,0.03,9,8426.67,122.31,7302,2.17,0.28,9.06,13.91,0.37,0.03,0.03,9.02,2.84,38.48,45.6,47.79,52.57,24.22,48.39,22.94,27.33,0.55,2023/3/7 15:00
356.1,6.73,400.52,49.14,4.81,53.07,7791.85,46.93,8081.79,0.29,0,9.26,9464.37,121.24,7190.6,1.9,0.28,9.42,13.92,0.31,0.03,0.03,9.02,50.21,40.08,45.65,47.49,52.81,24.77,50.64,23.23,13.66,0.53,2023/3/7 16:00
448.9,6.72,407.14,47.76,4.92,54.29,7703.34,41.89,7851.37,0.28,0.05,9.34,7193.65,119.49,7143.29,1.7,0.28,9.43,12.19,0.45,0.04,0.03,8.43,50.75,39.11,44.58,48.5,53.13,24.6,51.31,0.18,28.23,0.54,2023/3/7 17:00
448.9,6.72,362.77,47.76,4.92,54.29,7781.17,37.69,7942.93,0.27,0.06,9.29,7887.99,119.26,7201.28,1.5,0.28,9.39,12.2,0.38,0.04,0.03,8.43,51.99,0.83,0.02,49.23,1.53,21.12,51.21,21.98,27.8,0.54,2023/3/7 18:00
469.8,6.72,301.92,50.73,4.95,53.7,7732.34,32.2,7614.83,0.27,0.14,7.9,6883.87,115.14,7175.34,0.94,0.28,7.71,12.72,0.5,0.03,0.03,9.28,50.3,38.12,46.48,48.77,52.62,20.35,50.04,21.49,27.65,0.54,2023/3/7 19:00
469.8,6.72,404.94,50.73,4.95,53.7,7825.42,32.2,7848.31,0.27,0.15,8.74,8487.72,115.44,7257.74,1.36,0.28,8.79,12.71,0.43,0.03,0.03,9.28,51.19,34.19,46.05,1.15,53.07,0.86,1.32,21.56,27.62,0.54,2023/3/7 20:00
487.7,6.72,289.13,51.15,4.79,53.8,7639.25,29.15,7659.09,0.27,0.2,8.92,7689.61,115.37,7340.15,1.49,0.27,8.88,13.19,0.33,0.02,0.03,9.22,50.01,33.63,45.47,47.52,52.93,24.64,50.47,0.04,27.97,0.53,2023/3/7 21:00
487.7,6.71,262.48,51.15,4.79,53.8,7686.56,28.38,7907.83,0.29,0.21,8.96,8527.39,115.52,7306.58,1.58,0.28,9.14,13.19,0.43,0.02,0.03,9.22,50.65,30.37,0.51,47.8,52.58,22.71,49.84,21.71,27.64,0.54,2023/3/7 22:00
401.9,6.72,364.31,47.73,4.79,51.74,7895.62,26.48,7907.83,0.27,0.22,9.1,11518.39,97.28,7327.94,1.76,0.27,9.59,15.32,0.42,0.05,0.03,9.01,50.34,35.53,45.58,47.78,52.79,22.64,50.47,22.27,27.95,0.6,2023/3/7 23:00
401.9,6.67,395.15,47.73,4.79,51.74,7855.94,21.82,7881.89,0.27,0.21,8,7460.71,114.38,7292.84,1.62,0.27,8.21,15.32,0.43,0.05,0.03,9.01,50.36,35.36,45.77,48.11,52.82,19.76,51.29,22.56,28.64,0.59,2023/3/8 0:00
213.6,6.67,368.89,49.79,4.79,49.57,7874.26,34.64,7930.72,0.28,0.17,8.81,7625.51,115.29,7202.81,1.5,0.27,9.33,13.19,0.36,0.03,0.03,9.16,2.75,37.82,46.39,47.17,53.59,0.86,49.84,22.31,0.35,0.58,2023/3/8 1:00
213.6,6.67,368.19,49.79,4.79,49.57,7982.6,32.58,8252.71,0.29,0.26,8.89,3944.76,115.44,7028.84,1.64,0.27,9.34,13.22,0.37,0.03,0.03,9.16,50.97,35.93,46.05,48.77,53.72,24.34,0.87,0.2,26.81,0.58,2023/3/8 2:00
430.7,6.71,343.5,53.79,4.65,48.15,7886.46,31.21,8092.48,0.29,0.27,9.04,7558.37,116.51,7244.01,1.54,0.27,9.53,16,0.4,0.05,0.03,9.41,51.01,34.06,36.57,49.01,54.05,24.6,51.48,22.31,26.71,0.57,2023/3/8 3:00
430.7,6.72,278.36,53.79,4.65,48.15,7906.3,32.5,8132.15,0.3,0,8.96,10183.12,116.28,7265.37,1.58,0.27,9.55,16.02,0.45,0.05,0.03,9.41,50.88,0.39,46.69,49.03,53.12,20.39,50.42,21.92,2.85,0.58,2023/3/8 4:00
393.2,6.73,296.58,50.37,4.62,46.46,7892.57,28.23,8049.75,0.27,0.31,7.76,7518.69,112.47,7306.58,1.35,0.27,7.9,16.02,0.37,0.04,0.03,9.18,50.78,35.51,45.99,48.79,52.61,24.48,50.54,22.27,27.05,0.58,2023/3/8 5:00
393.2,6.64,237.68,50.37,4.62,46.46,7895.62,28.08,8213.03,0.29,0.19,8.71,9108.8,115.82,7309.63,1.76,0.27,9.35,16.02,0.35,0.04,0.03,9.19,42.48,37.89,47.36,1.12,5.55,1.31,50.48,0.17,27.02,0.58,2023/3/8 6:00
404.9,6.68,264.69,51.44,4.65,46.59,7936.82,23.2,8112.31,0.28,0.24,7.54,7414.92,113.84,7302,1.42,0.27,7.76,14.31,0.38,0.04,0.03,9.13,50.66,35.09,46.64,48.67,52.7,23.44,50.43,22.54,27.07,0.57,2023/3/8 7:00
404.9,6.72,227.78,51.44,4.65,46.59,7569.05,22.13,8144.36,0.27,0.18,8.44,7956.66,114.3,7323.36,1.3,0.27,8.91,14.31,0.35,0.04,0.03,9.13,51.81,25.84,0.49,48.76,17.59,23.21,0.81,22.7,22.03,0.58,2023/3/8 8:00
327.6,6.76,249.95,36.44,4.46,43.26,7753.7,19.38,8058.9,0.27,0.27,7.08,7851.37,111.55,7303.53,0.73,0.27,7.09,13.29,0.34,0.05,0.03,8.94,51.38,0.7,46.45,1.75,52.92,25.29,50.38,22.16,26.96,0.59,2023/3/8 9:00
327.6,6.77,218.27,36.44,4.46,43.26,7649.93,20.3,7967.34,0.31,0.11,8.33,7935.3,113.54,7314.21,0.99,0.27,8.35,13.31,0.34,0.05,0.03,8.94,49.56,33.13,45.96,46.63,0.02,24.88,49.37,21.9,26.91,0.59,2023/3/8 10:00
292.1,6.79,248.5,44.68,4.46,43.26,7768.96,23.2,7733.86,0.32,0.13,7.2,7433.24,110.25,7317.26,1.24,0.27,7.03,16,0.33,0.04,0.03,8.71,23.03,31.4,47.05,48.12,52.73,24.34,49.32,21.38,26.67,0.6,2023/3/8 11:00
292.1,6.76,230.8,44.68,4.46,43.26,7630.09,27.93,7778.12,0.27,0.06,7.07,7834.58,115.67,7298.95,0.98,0.27,7.01,16.02,0.47,0.04,0.03,8.71,50.44,27.17,47.57,48.77,53.7,24.85,49.67,0.01,27.44,0.64,2023/3/8 12:00
324.1,6.77,241.13,45.29,4.46,43.26,7828.48,32.73,8129.1,0.27,0.07,8.04,8083.32,116.59,7352.36,1.54,0.27,7.98,13.09,0.41,0.05,0.03,8.41,50.59,28.89,46.78,49.34,52.45,25.63,2.61,22.99,28.27,0.62,2023/3/8 13:00
